s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
371,Vasily Kandinsky,Panel for Edwin R. Campbell No. 4,,MoMA,Russia / France,FALSE,painting,"painting, oil on canvas",163 x 123 cm,1914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,1,1,2,4,3,FALSE,5,5,5,"elements at an angle to the rectangle, ""nonobjective painting"", association w/ music, swirling, busy composition, a lot of small w/ larger objects/shapes, leaning grouped lines, different orientations, specific colors, tones, almost suggests a moving vortex w/ multiple elements, small parallel brusy paintmarks create uneven, jagged edges of objects & smear colors into each other in some parts"
372,Hannah HÃ¶ch,Cut with the Dada Kitchen Knife through the Last Weimar Beer-Belly Cultural Epoch in Germany,dada,Artsy also MoMA,Germany,TRUE,drawing,"drawing, collage",114 x 90 cm,1919,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,4,1,0,1,4,FALSE,3,3,5,"collage, multitude of images of people, objects & places, interspersed w/ text including ""dada"", different sizes, busyness, uses so many parts that it's hard to tell the reading, post WW1 Europe political & social meanings, title, 'Cut with the Dada Kitchen Knife through the Last Weimar Beer-Belly Cultural Epoch in Germany',  juxtapositions, couples heads of prominent male political figures w/ the bodies of female dancers, gender inequality, political power"
373,Giacomo Balla,Swifts: Paths of Movement + Dynamic Sequences,futurism,MoMA,Italy,FALSE,painting,"painting, oil on canvas",97 x 120 cm,1913,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,3,0,2,3,4,FALSE,0,5,5,"curved parallel lines & areas, faceted, specific repeated shapes together create larger areas, movement, semi-transparent, inspired by photographic studies of animal locomotion, tries to depict dynamic sensation, speed"
374,Jean (Hans) Arp,A Navel (Ein Nabel) from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages,dada,MoMA,Germany / France,FALSE,print,"print, one from a portfolio of 7 lithographs",45 x 35 cm,1923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,1,0,0,0,4,FALSE,0,5,5,"small size odd shaped donut circle floating within large print, isolated element off center to right, relative very small size, almost abstract, 2 tone"
375,Jacques Villon,Interior,,MoMA,France,FALSE,drawing,"drawing, ink on paper",23 x 17 cm,1950,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,4,3,0,2,3,FALSE,0,0,5,"overlayering, cross hatching, use of blank space, lightness, cross hatch layer all over the drawing, lightweight marks only lines, no areas only light parallel lines, some marks more scribbled, loops, energetic handdrawn marks"
376,Naum Gabo ,"Linear Construction in Space no. 3, with Red",constructivism,MoMA,Russia / America,FALSE,sculpture,"sculpture, plexiglass & nylon wire, with aluminum base",73 x 46 x 47 cm,1953,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,4,2,0,1,3,FALSE,0,3,5,"construction, use of transparent materials, transparent plexi w/ red plexi, wavy strips as if floating material in wind winding around, wrapped, opposite of solid sculpture, large part of the piece is open spaces, view from all sides, delicacy, interdeterminance, form achieved through description of space rather than mass"
377,Natalia Goncharova,Composition,,MoMA,Russia,FALSE,painting,"painting, watercolor on paper",28 x 20 cm,1920,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,3,0,0,5,3,FALSE,3,3,5,"steep angle of image to picture plane, parallel repeated images at very steep angle as if they are slipping off the painting, top part is in browns only (reflected / sky?), descriptions are on multi-islands, partly connected, unusual orientation for landscape, some brushmarks mark edge of shapes, some more liquid areas merge a little"
378,Juan Gris,Breakfast,cubism,MoMA,France,FALSE,painting,"painting, gouache, oil, & crayon on cut-&-pasted printed paper on canvas w/ oil & crayon",81 x 60 cm,1914,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,4,3,FALSE,0,3,5,"juxtaposition, papier collÃŒÂ©, sharp divisions in different planes, shading, hard to tell where things are in space or what is actually there, are items repeated twice?, things which are behind seem to end up on top"
379,Odilon Redon ,Apparition in the Window,,MoMA,France,FALSE,drawing,"drawing, charcoal & chalk on paper",46 x 31 cm,c. 1892,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,5,2,0,0,0,FALSE,0,5,5,"lighter to denote apparition, charcoal for darker window edge, texture marks w/ charcoal, chalk for much lighter drawing, landscape & large figure, to suggest what might be there; symbolist painter"
380,Pablo Picasso,Still Life with Bottle of Marc (Nature morte Ã  la bouteille de marc),cubism,MoMA,Spain ,TRUE,print,"print, drypoint in black on Arches paper",50 x 31 cm,1911,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,1,0,4,3,FALSE,0,5,3,"repetition of curved lines, angled straight lines, several areas of short energetic almost parallel mark lines that give more volume, broken up words, constructivist, parallel lines describe parts of each element, open structures, parts of forms described but no fully defined forms / volumes, flattish, barely discernable objects"
381,FrantiÅ¡ek Kupka,Untitled,,MoMA,Czech Republic,FALSE,drawing,"drawing, colored pencil, pencil, ink, & oil on paper",23 x 16 cm,1930,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,2,2,3,2,3,FALSE,0,5,5,"repetition, angles, dotted lines, cutout lines, circles, different sized elements, simple & complex, order w/ irregular moments, slight stained lines at angles on paper, what is this, hard to tell spatial angle, from above, buildings / interior / abstract? Large amount of paper left, markmaking evident, edge of lines are slightly wobbly, handmade quality"
382,Georges Braque,Man With a Guitar,cubism,MoMA,France,FALSE,painting,"painting, oil on canvas",116 x 81 cm,1912,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,4,3,0,4,3,FALSE,3,5,5,"repetition of lines, grouped into shapes, angled darker lines in different orientations, sense of moving planes, dark somber colors overall w/ darker sections w/ a lot of depth & tonal variation, parallel brushstrokes"
383,Paul CÃ©zanne,House Among Trees,,MoMA,France,FALSE,painting,"painting, watercolor & pencil on paper",28 x 44 cm,1900,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,3,1,0,2,FALSE,0,5,5,"grouped into areas, parts unpainted, light washes, sense of light from lower left to upper right, changing the volumes on the objects; watercolors, markmaking, liquid, curved lines, volumes, large amount unpainted, very light values, semi transparent colors over each other, multiple parallel lines finding parts of outlines of shapes, searching quality"
384,Raoul Ubac ,BrÃ»lage,surrealism,Pompidou,Belgium / France,FALSE,photography,"photo, gelatin silver print",24 x 18 cm,1939,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,3,3,0,0,4,FALSE,0,0,5,"process still, very deep rich blacks, very hard to tell what this is or how it's been made, shapes merge / blur into each other, is this a closeup? changed form by submitting photographic emulsion of the negative to heat of a hot plate, images literally liquified - burning process to randomly transform & alter the image "
385,Allan Kaprow ,Fluids,,Hauser and Wirth,America,FALSE,installation,"installation, blocks of ice","900 cm long, 300 cm wide and 240 cm high",1967,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,3,5,0,0,1,FALSE,0,0,5,"melting material, erodes away, movement, ice blocks forming large enclosures melting so literally uncertain"
386,Charles Long,Untitled,,Tanya Bonakdar Gallery,America,FALSE,sculpture,"sculpture, papier machÃŒÂ©, plaster, steel, acrylic, river sediment & debris",323 x 91 x 102 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,0,4,0,4,4,FALSE,0,5,5,"juxtaposition of 2 kinds of lines, unclear how thin papier mache & river sediment line stands up, this line seems to almost describe water or ice, much taller than angular hard lines, particular shapes, difference of materials, framed w/ a lot of space"
387,Jeff Koons,Balloon Dog,supports/surfaces,Jeff Koons website,America,FALSE,sculpture,"sculpture, mirror-polished stainless steel w/ transparent color coating",307 x 363 x 114 cm,1994-2000,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,4,0,4,0,0,4,FALSE,0,0,5,"steel made to resemble a balloon, play of balloon - light object - with steel and heaviness, huge size of sculpture, uncertain what weight this is / what it is made from"
388,Joseph Mallord William Turner,"Norham Castle, Sunrise",,Tate Gallery,UK,FALSE,painting,"painting, oil on canvas",91 x 122 cm ,c.1845,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,4,4,3,0,1,FALSE,0,0,5,"light colors, no sharp edges, tones, colors meld into each other, lumiosity, uncertain where things are in space, light ethereal space, paint marks evident on surface of painting, closeup this looks more like abstract paint marks"
389,Salvador DalÃ_ ,The Persistence of Memory,surrealism,MoMA,Spain ,FALSE,painting,"painting, oil on canvas",24 x 33 cm,1931,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,1,0,1,0,4,FALSE,3,3,5,"""hand painted dream photographs,"" hard objects become inexplicably limp, time bends, metal attracts ants like rotting flesh, juxtaposition of objects in landscape, 3 limp clock faces, is that a head sleeping w/ long eyelashes"
390,Jacques-AndrÃ© Boiffard,Untitled (Still Life),surrealism,artnet,France,FALSE,photography,"photo, gelatin silver print","
28 x 24 cm",c.1930s,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,1,0,1,3,FALSE,0,3,5,"isolated objects, comb standing on back w/ line shadow, objects in undefined space, hard to understand the space, odd viewpoint / angle, odd shadows, brighter oval lighted area, what is in the foreground"
391,Takesada Matsutani ,Work 65-B-1,gutai,Hauser and Wirth,Japan,FALSE,painting,"painting, polyvinyl acetate adhesive, acrylic & oil on canvas, mounted on plywood board",183 x 138 x 5 cm,1965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,4,0,4,2,FALSE,3,3,5,"vinyl glue creating wrinkles across the surface, paint made to look bulbous, bodylike, surface sags but in 2 directions down & small area to left, creates lines, bubbles, is paint sliding off surface"
392,Rodney Graham,Main Street Tree,conceptual,Hauser and Wirth,Canada,TRUE,photography,"photo,",229 x 185 x 5 cm,2006,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,5,1,FALSE,0,3,5,"upside down photo of tree in front of karoke shop, tree large and slightly leaning, hard to get past that the image is upside down, feels like objects will fall down"
393,Daniel Dezeuze,Le tableau serait-il un artefact parmi dâ€™autres ?,supports/surfaces,Marseille-MÃ©diterranÃ©e School of Art and Design ,France,FALSE,installation,"installation, mixed media","wall installation, along one wall",c.1970s,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,0,1,0,4,3,FALSE,3,5,3,"cleaning objects out of context, sticks w/ household objects, all with stick down & cleaning device up on wall, abject to some extent, are some made & some found? Several sticks are flimsy, bend, leant vertically against the wall, probably from gathering devices series"
394,Pol Bury,"1,914 White Points",ZERO,MoMA,Belgium,FALSE,sculpture,"sculpture, plastic-tipped nylon wires with wood panel & motor",100 x 50 x 12 cm,1964,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,2,1,1,0,4,3,FALSE,5,5,5,"motor which very slowly moves plastic-tipped nylon wires sticking out in slight curves from board on wall, slowly vibrating movement, kinetic art, thin size of wires, interested in imperceptible movement"
395,Fernanda Gomes ,Untitled,,Galerie Emmanuel HervÃ©,Brazil,FALSE,installation,"installation, wood & painting",30 x 30 x 5 cm,2009,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,3,3,0,3,5,FALSE,0,5,0,"reads as incomplete square, white on white wall, miminal work but materially basic & searching, textural, lines are basic wood not quite forming a right angle, what is this"
396,Oskar Fischinger,An Optical Poem,,YouTube ,Germany,FALSE,video_film,"film,",7 mins,1938,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4,4,4,0,1,0,3,FALSE,5,5,5,"animation to music, moving abstract circles & lines receeding into space, moving across the screen, coming towards the viewer, not fixed, moving in groups, patterns, getting larger / smaller, abstract musical animation, very open, always changing, luminous colors, dance of shapes resembles a voyage through an imaginery outer space"
397,Amir Mousavi,,,Aaran Gallery also LACMA,Iran,FALSE,photography,"photo,",,2009,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,3,1,0,2,FALSE,0,3,5,"combining photo & painting, blurred cars, sharp image of tree branch, strange shapes above branches, juxtapositions: paint on photo printed on canvas, real/ unreal"
398,Dariush Nehdaran,Untitled,,LACMA,Iran,FALSE,photography,"photo, gelatin silver print",71 x 107 cm,2011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,0,0,4,3,FALSE,3,3,5,"photo placed on its side, strong elongated shadows of figures, weird sense of orientation"
399,Dadbeh Bassir,Untitled,,LACMA,Iran,FALSE,photography,"photo, chromogenic print",53 x 79 cm,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,1,0,0,4,FALSE,0,3,5,"surrealist notion of putting things in the wrong place, clouds & sky in foreground, curved wobbling look of building above"
400,Wafaa Bilal,Market,,LACMA,Iraq,FALSE,photography,"photo, archival inkjet print",104 x 127 cm,2013,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4,4,4,0,0,0,FALSE,0,3,5,"b&w photograph of a stage set, builds small set & photos, images taken here from American invasion of Iraq, sense of staging, eerie sense from image, uneasyness whether this is real or a tiny set"
401,Mohammad Ali Talpur,Bird Flight,,Vasl Artists' Collective,Pakistan,FALSE,drawing,"drawing,",,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,3,3,0,1,4,FALSE,0,5,0,"singularity of line, placement, sense of handdrawn line, acute awaremess of placing of one line, uneven curve to the line varies in its mark, can 'see' the handdrawn nature of the line"
402,Mohammad Ali Talpur,Machine Drawing,,Vasl Artists' Collective,Pakistan,FALSE,drawing,"drawing, water based ink on paper",,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,4,4,0,0,0,FALSE,0,5,0,"parallel lines, partial, lightness of touch, drawn only on part of paper, light, short lines in some places, so uncertainty not so much the shape of the lines as the quality of the lines"
403,Peter Fischli David Weiss ,ZEIT DIE ZUR VERFÃœGUNG STEHT,,Sprueth Magers,America,FALSE,photography,"photo, color photograph",40 x 30 cm,1986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,4,1,FALSE,0,3,5,"balance, collage of objects, precarious, sense that plastic bottle will scrunch up, tape will roll down"
404,Jitish Kallat,Wind Study,,artradarjournal.com,India,TRUE,drawing,"drawing, burnt adhesive & graphite on Indian handmade paper",170 x 114 cm,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,4,0,1,1,FALSE,3,5,5,"burnt adhesive & graphite on handmade paper, texture & tones of burnt lines, space created by angle of those lines joined to points which almost form architecture w/in which parts of unknown layers burnt, burning is partly out of his control, "
405,Gillian Avery,Break-off ,abstraction,Tate,UK,FALSE,painting,"painting, oil on canvas",152 x 305 cm,1961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,4,1,0,2,FALSE,3,5,5,"shapes placed separately on ground, vary in size, sense of liquid paint, shapes & lines bleed / merge, ambiguity through abstraction, shapes are somewhat moorless & float in relation to each other, what is the space, but less about uncertainty"
